Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),predicted label
7.029401792,-4.680311968,9.850813565,-8.226206796,13.66068542,1.0
7.039376792,-4.526877521,10.31445333,-9.011521772,14.42525883,1.0
7.049350792,-4.657842872,9.957048118,-8.962009304,14.18294462,1.0
7.059325792,-4.993867738,9.434438601,-8.18711816,13.45274137,1.0
7.069299792,-5.354450909,8.932715338,-7.385752577,12.7676501,1.0
7.079273792,-5.614786491,8.549976482,-6.59020088,12.16793626,1.0
7.089248792,-5.670099982,8.287003806,-5.692291335,11.54238478,1.0
7.099222792,-5.532585164,8.019314765,-4.86550849,10.88999912,1.0
7.109197792,-5.216028019,7.669422058,-4.309147383,10.22720559,1.0
7.119171792,-4.871241685,7.202739404,-3.788629707,9.48483872,1.0
7.129145792,-4.706709808,6.774077686,-3.295403326,8.882619478,1.0
7.139120792,-4.73534947,6.456385596,-2.949687285,8.532825127,1.0
7.149094792,-4.867163837,6.167661197,-2.622937565,8.283062835,1.0
7.159068792,-5.091962966,5.853000888,-2.280135485,8.086082121,1.0
7.169043792,-5.239567739,5.492860935,-2.008960918,7.852420985,1.0
7.179017792,-5.443983475,5.186555713,-1.775670755,7.72595126,1.0
7.188992792,-5.795919784,5.032613143,-1.469734492,7.815369515,1.0
7.198966792,-6.210158175,4.914101776,-1.16339097,8.004245085,1.0
7.208940792,-6.648996388,4.819472777,-0.8946134698,8.260557128,1.0
7.218915792,-6.949711087,4.629692622,-0.7049129833,8.380300728,1.0
7.228889792,-7.061226845,4.231684347,-0.7205560394,8.263611679,1.0
7.238864792,-6.777659106,3.494144339,-0.9163582416,7.680196615,1.0
7.248838792,-5.835408955,2.165952519,-1.161304391,6.331822476,1.0
7.258812792,-4.227458564,-0.07847723544,-1.465781189,4.475050735,1.0
7.268787792,-1.966484113,-3.4847388,-1.725272434,4.357410841,1.0
7.278761792,1.6289723,-8.316506517,-1.57857778,8.620309693,1.0
7.288736792,6.995185468,-14.84387029,-0.3583607908,16.41345568,1.0
7.298710792,13.21375077,-21.75806481,4.089308154,25.78253352,1.0
7.308684792,15.70702224,-23.17457151,9.752400248,29.64592085,1.0
7.318659792,15.31606453,-24.45413409,10.36335593,30.65918546,1.0
7.328633792,15.52117433,-26.04825347,8.234029201,31.42001907,1.0
7.338607792,15.40236242,-23.22381442,9.340791349,29.39096302,1.0
7.348582792,15.8705291,-21.20170224,11.23597218,28.76861037,1.0
7.358556792,16.47981598,-19.64950037,10.84337141,27.84359717,1.0
7.368531792,17.16002141,-17.4184204,8.875703816,26.01241669,1.0
7.378505792,17.26825922,-14.5463511,6.639349651,23.53444434,1.0
7.388479792,16.15468507,-10.62812604,5.081860147,19.99390445,1.0
7.398454792,14.2548674,-6.304409444,3.848054375,16.05472969,1.0
7.408428792,12.57116984,-2.571344073,2.445144057,13.06234477,1.0
7.418403792,10.9609519,0.7881748492,0.8037405758,11.01860631,1.0
7.428377792,9.10132331,3.623335353,-1.215158417,9.87113241,1.0
7.438351792,7.152713551,5.630541814,-3.655239808,9.809438838,1.0
7.448326792,4.976388071,7.087120655,-6.029223104,10.55193104,1.0
7.458300792,2.529976777,8.212766386,-7.381120997,11.32833886,1.0
7.468274792,-0.02333740711,9.391287319,-7.365943379,11.93540716,1.0
7.478249792,-2.034615285,10.63817156,-6.801718644,12.7895946,1.0
7.488223792,-3.344031987,11.23750181,-6.287727338,13.30411635,1.0
7.498198792,-4.37198127,11.21964207,-6.17799615,13.53374393,1.0
7.508172792,-5.081637368,10.97625991,-6.166104668,13.57652999,1.0
7.518146792,-5.408411939,10.74646901,-6.193590674,13.53137396,1.0
7.528121792,-5.460296037,10.54422551,-6.413826052,13.49565445,1.0
7.538095792,-5.386041661,10.17552816,-6.673255316,13.30725947,1.0
7.548070792,-5.358757968,9.886765755,-6.907644464,13.19772617,1.0
7.558044792,-5.316715903,9.85374419,-7.089822654,13.25252156,1.0
7.568018917,-5.175550668,9.688401303,-7.216640575,13.14272977,1.0
7.577993917,-4.958366368,9.430618615,-7.020902692,12.75989965,1.0
7.587967917,-4.735672821,9.510710852,-6.562141846,12.48767086,1.0
7.597941917,-4.464660807,9.659389173,-6.0227631,12.22745561,1.0
7.607916917,-4.17213221,9.609356888,-5.388750676,11.78070714,1.0
7.617890917,-3.875786549,9.329760577,-4.680308752,11.13424644,1.0
7.627865917,-3.524940162,8.855143837,-3.950856028,10.31736589,1.0
7.637839917,-3.110656162,8.339914091,-3.239375305,9.472270117,1.0
7.647813917,-2.800033355,7.89956028,-2.528783945,8.754312517,1.0
7.657788917,-2.663522505,7.599429717,-1.927927573,8.280252948,1.0
7.667762917,-2.602099843,7.324341609,-1.530908793,7.922157871,1.0
7.677736917,-2.776315295,7.106172053,-1.300840737,7.739366543,1.0
7.687711917,-3.127742311,6.879450944,-1.093817144,7.635840045,1.0
7.697685917,-3.431648421,6.473190494,-0.826064368,7.372976901,1.0
7.707660917,-3.69471056,5.986838391,-0.5656040937,7.057834515,1.0
7.717634917,-3.83886723,5.533597317,-0.3945994945,6.746355286,1.0
7.727608917,-3.789454165,5.07750748,-0.389006048,6.347627177,1.0
7.737583917,-3.387567431,4.186992323,-0.5954225546,5.418583379,1.0
7.747557917,-2.468672814,2.620267727,-0.9613350244,3.726166052,1.0
7.757531917,-1.074437571,0.1531952959,-1.32666058,1.714034185,1.0
7.767506917,0.8046014321,-3.445899255,-1.471375951,3.832303789,1.0
7.777480917,3.653556687,-8.280002934,-1.146253219,9.122544683,1.0
7.787455917,8.599947957,-15.43507174,0.5282842398,17.67709334,1.0
7.797429917,14.2782738,-22.86875979,4.634142938,27.35552153,1.0
7.807403917,17.18697941,-26.32382339,8.826602408,32.65340487,1.0
7.817378917,18.39229404,-28.4208922,8.561625305,34.91883477,1.0
7.827352917,17.71159745,-26.47134864,8.164896401,32.8800626,1.0
7.837326917,16.03652921,-21.61224461,10.89392175,29.03337592,1.0
7.847301917,15.70101364,-19.28809333,12.77375247,27.9592762,1.0
7.857275917,16.37061105,-17.78851406,12.40373131,27.17132107,1.0
7.867250917,17.38712961,-15.78147483,10.12784763,25.57226078,1.0
7.877224917,17.30513878,-12.52054815,7.404400517,22.60657208,1.0
7.887198917,15.15383704,-8.077708569,5.176688536,17.93561421,1.0
7.897173917,12.52951895,-4.036919441,3.085442968,13.52055923,1.0
7.907147917,10.21959512,-1.236736397,1.246245139,10.3693186,1.0
7.917121917,8.041468695,1.044951231,-0.3302630192,8.115800362,1.0
7.927096917,5.733113671,2.825869862,-2.422236566,6.835302687,1.0
7.937070917,3.225803626,3.745974269,-4.573705532,6.734754231,1.0
7.947045917,0.354126091,4.488004646,-6.015293866,7.513411428,1.0
7.957019917,-2.727340186,5.653605571,-6.299976085,8.89333116,1.0
7.966993917,-5.442994711,7.338566131,-6.148080041,11.01270323,1.0
7.976968917,-6.911262136,9.091176052,-6.428417194,13.10494464,1.0
7.986942917,-6.944153894,10.10208713,-7.12567778,14.17916505,1.0
7.996916917,-6.155018347,10.10080075,-8.00836293,14.2844077,1.0
8.006891917,-4.753748319,9.938786094,-8.550814973,13.9461116,1.0
8.016865917,-3.791873158,10.33657919,-8.92303001,14.17193127,1.0
8.026839917,-3.337552103,10.42063175,-9.172390369,14.27800985,1.0
8.036814917,-3.128838079,10.06864808,-9.493908877,14.18807977,1.0
8.046788917,-3.398436236,9.912022219,-9.482697426,14.13220095,1.0
8.056763917,-3.884730451,9.710845841,-9.097962915,13.8623442,1.0
8.066737917,-4.346030742,9.324615027,-8.543905903,13.3729113,1.0
8.076711917,-4.856587978,9.059278321,-7.828842884,12.92082627,1.0
8.086686917,-5.180216746,8.768752395,-7.030720752,12.37564941,1.0
8.096660917,-5.234675959,8.240275197,-6.222147306,11.57666121,1.0
8.106634917,-5.123588217,7.690400113,-5.571358051,10.79043283,1.0
8.116609917,-5.031108069,7.290307306,-5.04267854,10.19260692,1.0
8.126583917,-4.962772245,6.900846491,-4.428825854,9.584638182,1.0
8.136557917,-4.932472558,6.467577167,-3.675527599,8.925712469,1.0
8.146532917,-5.074475114,6.100715255,-2.926225917,8.457648753,1.0
8.156506917,-5.351436085,5.849106057,-2.27585006,8.247993897,1.0
8.166481917,-5.670643188,5.618131683,-1.710370512,8.163636755,1.0
8.176455917,-5.934795833,5.359681828,-1.287040285,8.099658238,1.0
8.186429917,-6.245253748,5.07391612,-1.045032215,8.114179657,1.0
8.196404917,-6.510372353,4.731571584,-0.8144417113,8.089254176,1.0
8.206378917,-6.563377948,4.216885044,-0.5337326753,7.819521733,1.0
8.216352917,-6.367888572,3.618684477,-0.3471360371,7.332488366,1.0
8.226327917,-5.791058409,2.761201704,-0.3619486423,6.425853964,1.0
8.236301917,-4.814740625,1.249378369,-0.4652645575,4.9959128,1.0
8.246275917,-3.297701574,-1.140639454,-0.566624579,3.535103598,1.0
8.256250917,-0.5589926469,-4.872336869,-0.7161511856,4.956310307,1.0
8.266224917,3.972807645,-10.49168477,-0.4055570304,11.22600225,1.0
8.276198917,10.391536,-18.15686175,2.019773151,21.01749587,1.0
8.286173917,16.12784167,-23.24374641,8.337695657,29.49400266,1.0
8.296147917,17.6172573,-22.58752509,13.6495648,31.73128841,1.0
8.306122917,18.07140586,-24.64788041,11.78073738,32.75483921,1.0
8.316096917,18.64215375,-24.07636419,9.408169985,31.87028195,1.0
8.326070917,18.19860736,-19.89933319,10.62681627,28.98451302,1.0
8.336045917,18.30582776,-18.56137096,11.16693761,28.3606826,1.0
8.346019917,19.41934461,-17.5919564,9.108011355,27.7406515,1.0
8.355993917,20.17974928,-15.28972867,6.271959736,26.08324295,1.0
8.365968917,18.87453848,-11.53554141,4.532437638,22.58007771,1.0
8.375942917,15.7426692,-7.42405944,3.332970225,17.72165293,1.0
8.385916917,12.62381583,-4.100779806,1.709924662,13.38286081,1.0
8.395891917,9.72193567,-1.376061512,-0.6369617593,9.839476548,1.0
8.405865917,6.678723047,0.5653210884,-3.668351312,7.640793861,1.0
8.415840917,3.770176479,1.912429528,-6.99497263,8.173203746,1.0
8.425814917,0.7188602006,3.397856777,-9.499034547,10.11404212,1.0
8.435788917,-2.123453202,5.266996443,-10.56507668,11.99463006,1.0
8.445763917,-4.462611358,7.268898311,-10.65022033,13.64474169,1.0
8.455737917,-5.991011549,9.428047594,-9.988748213,14.98517239,1.0
8.465711917,-6.298818921,11.06714318,-8.838763447,15.5009844,1.0
8.475686917,-5.756799572,11.16111144,-7.601720656,14.67982653,1.0
8.485660917,-4.897983926,10.20477944,-6.409027827,13.00782102,1.0
8.495634917,-3.720714882,9.57127982,-5.435182246,11.61870572,1.0
8.505609917,-2.824808008,10.35351507,-4.929253081,11.80984125,1.0
8.515583917,-2.661226888,11.2903314,-5.227289171,12.72313891,1.0
8.525557917,-2.678065699,10.91132307,-5.813868982,12.65029958,1.0
8.535532917,-3.087518145,10.2062506,-5.562998872,12.0269396,1.0
8.545506917,-3.745847969,9.864596622,-4.763719283,11.5773341,1.0
8.555480917,-4.133759272,9.593875215,-4.225913437,11.2689286,1.0
8.565455917,-4.29565581,9.465082104,-3.946631414,11.11828843,1.0
8.575429917,-4.252896876,9.350507668,-3.776067549,10.94430499,1.0
8.585404917,-3.935807633,9.039497775,-3.578580179,10.48853364,1.0
8.595378917,-3.519221585,8.574589167,-3.346435485,9.854295023,1.0
8.605352917,-3.129085416,8.159207645,-2.987452404,9.235189051,1.0
8.615327917,-2.846546202,7.898084443,-2.502802427,8.760512721,1.0
