Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),predicted label
0.4163131667,-2.114507546,1.665455418,-0.4665886594,2.731773945,0.0
0.4262881667,0.2514665258,-1.447218034,-0.5700903699,1.575651764,0.0
0.4362621667,3.310053232,-5.397260129,-0.415631783,6.345046815,1.0
0.4462371667,7.523815278,-10.94396573,0.08444314957,13.28101325,1.0
0.4562111667,13.14461914,-18.30147626,1.917000296,22.61415344,1.0
0.4661861667,17.25237584,-23.4559138,6.142958465,29.75836526,1.0
0.4761611667,18.51708415,-24.91593081,7.863090026,32.02365061,1.0
0.4861351667,19.0038017,-25.65157602,7.810364513,32.86562985,1.0
0.4961101667,18.2380597,-22.85327403,9.648899853,30.78961227,1.0
0.5060841667,17.57360667,-19.19958519,10.97499223,28.24723309,1.0
0.5160591667,17.71442399,-17.44000832,10.27745332,26.89945639,1.0
0.5260331667,17.6875385,-15.46551001,8.279695956,24.91153113,1.0
0.5360081667,17.0489898,-12.41147068,5.538853379,21.80347574,1.0
0.5459831667,15.41494212,-8.347659312,2.682500228,17.73413838,1.0
0.5559571667,13.19789429,-4.245898928,0.1883305935,13.86533591,1.0
0.5659379167,10.82858497,-0.7934718418,-2.41466793,11.12288052,0.0
0.5759119167,8.301589685,2.548524145,-4.36048272,9.717261763,0.0
0.5858869167,5.800982303,5.053407011,-5.457163099,9.432335193,0.0
0.5958619167,3.563925303,6.702777908,-5.429074244,9.332933215,0.0
0.6058359167,1.505698961,8.357375046,-4.506318126,9.61351913,0.0
0.6158109167,-0.3363242429,9.905192671,-3.693137659,10.57663565,0.0
0.6257849167,-1.980505736,10.90469583,-3.202635495,11.53653624,1.0
0.6357599167,-3.480579091,11.41935723,-2.677403795,12.23456748,1.0
0.6457339167,-4.501560831,11.35155175,-2.023616672,12.37807745,1.0
0.6557089167,-4.671111959,10.77558347,-2.119431048,11.93417253,1.0
0.6656839167,-4.493882852,10.53900278,-3.454868299,11.96669034,1.0
0.6756579167,-5.001189621,10.55099542,-5.440642376,12.88161447,1.0
0.6856329167,-6.1619204,10.52950924,-6.918956487,14.02539792,1.0
0.6956069167,-7.24139944,10.00670033,-7.429348247,14.41412962,1.0
0.7055819167,-7.923630343,9.126364596,-7.442849468,14.19402891,1.0
0.7155569167,-8.280344996,8.546730693,-6.914647089,13.76310514,1.0
0.7255309167,-8.185287396,8.600299374,-6.528178879,13.54921395,0.0
0.7355059167,-7.496961356,8.824515536,-6.111499275,13.09301063,0.0
0.7454799167,-6.823122962,8.808115266,-5.187697089,12.2902442,0.0
0.7554549167,-6.515126724,8.66025497,-4.018929312,11.55848975,0.0
0.7654289167,-6.177564041,8.35453096,-2.759575301,10.75061584,0.0
0.7754039167,-5.897149705,7.981761022,-1.762119248,10.07918389,0.0
0.7853789167,-5.733557475,7.581785159,-1.136982898,9.573394258,0.0
0.7953529167,-5.598291496,7.200100556,-0.8001785982,9.155468392,0.0
0.8053279167,-5.406927915,6.789652914,-0.5735862739,8.698462933,0.0
