Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
3.3749955,0.2624546134,0.779201712,1.522763475,1.730562433,0
3.3850765,0.3810145122,0.8202491659,1.363337971,1.636053537,0
3.3951575,0.4169047219,0.9259048444,1.164909199,1.545355225,0
3.4052375,0.4247335589,1.080384189,0.9450508212,1.496913373,0
3.415317792,0.3373901904,1.277234212,0.6675464979,1.480127596,0
3.425398792,0.2751910186,1.576305259,0.4968192029,1.675499235,0
3.435478792,0.1868968928,1.868025772,0.3156324086,1.903700226,0
3.445559792,0.2379518563,2.152203961,0.06542785808,2.166306483,0
3.455640792,0.379084931,2.276982374,-0.2576400161,2.322656344,0
3.465720792,0.4510805279,2.215483114,-0.5301600266,2.322263707,0
3.475801792,0.6307373983,2.05290713,-0.6425101823,2.241668281,0
3.485882792,0.9271526402,1.853910009,-0.5287660503,2.139202626,0
3.495962792,1.322065399,1.753078868,-0.3897280329,2.230029232,0
3.506043792,1.76342727,1.718660987,-0.2452990289,2.474599551,0
3.516123792,2.168146979,1.713366333,-0.1876326187,2.769781853,0
3.526204792,2.472864098,1.641490604,-0.1782297112,2.973434728,0
3.536285792,2.626579796,1.374561701,-0.04625966191,2.964874576,0
3.546365792,2.57315788,1.066916297,-0.001421750486,2.785579631,0
3.556446792,2.41822713,1.008716621,-0.07625251606,2.621287111,0
3.566527792,2.258337357,1.036375705,-0.1003388053,2.48681123,0
3.576607792,2.133945445,0.8805924314,0.08924926847,2.310223285,0
3.586688792,2.069418497,0.6680888271,0.4150073004,2.213835282,0
3.596769792,1.856048335,0.38788616,0.5376413928,1.970895574,0
3.606849792,1.31016807,0.1272336584,0.5181713341,1.414648474,0
3.616930792,0.7655543107,-0.02956059873,0.4372639959,0.8821264273,0
3.627011792,0.3590886229,-0.196222617,0.4624153554,0.6174754372,0
3.637091792,0.09560782313,-0.3046247327,0.6438953876,0.7187060274,0
3.647172792,-0.07187222064,-0.2675294119,0.8248386455,0.8701128624,0
3.657252792,-0.1694312596,-0.06985843956,0.9513121659,0.9688044128,0
3.667333792,-0.2356872296,0.0650982213,0.9980004287,1.027516961,0
3.677414792,-0.151384998,0.03825657785,1.106357667,1.117321919,0
3.687494792,0.1099960667,-0.07783579588,1.194934652,1.202508365,0
3.697575792,0.3711023122,-0.09668488026,1.268690261,1.325382914,0
3.707656792,0.2886337674,0.08869875312,1.350284647,1.383634904,0
3.717736792,0.05409843922,0.3980994916,1.475096973,1.528829921,0
3.727817792,-0.1169180006,0.7917591923,1.501860849,1.701804468,0
3.737898792,-0.2027060097,1.092041783,1.490575869,1.858887141,0
3.747978792,-0.1289556634,1.036571002,1.17246731,1.570282968,0
3.758059792,0.3415750426,0.4339774221,0.6989511622,0.8908101031,0
3.768140792,1.052764281,-0.4678649604,0.6374323871,1.316635979,0
3.778220792,1.864157839,-1.002870575,0.8927112244,2.297339149,0
3.788301792,2.501202629,-1.231988457,1.103868361,2.998722312,0
3.798382792,2.65932245,-1.136014599,1.22705867,3.141368816,0
3.808462792,2.346870634,-0.6022339761,1.417195797,2.806943438,0
3.818543792,2.000442987,0.0217183131,1.645193061,2.590155215,0
3.828623792,1.587124947,0.6394228524,1.833958139,2.508232374,0
3.838704792,1.071449059,1.277972131,1.929917965,2.550646821,0
3.848785792,0.4604898673,1.880679147,1.986782137,2.774222095,0
3.858865792,-0.0605999583,2.579230213,1.940083934,3.228006586,0
3.868946792,-0.3141018999,3.170527557,1.75072127,3.635372053,0
3.879027792,-0.2332957184,3.608488687,1.34812527,3.859152659,0
3.889107792,0.06328909278,3.819504175,0.6644196993,3.877379423,0
3.899188792,0.4888517869,3.783399957,-0.007853395343,3.814859497,0
3.909269792,0.9649829561,3.582158675,-0.60768592,3.759299809,0
3.919349792,1.370576824,3.325026782,-0.8894452621,3.704780264,0
3.929430792,1.968908953,2.935389966,-1.196632829,3.731627908,0
3.939511792,2.722557163,2.560562392,-1.369253599,3.980408609,0
3.949591792,3.305268456,2.121310782,-1.193273019,4.104711865,0
3.959672792,3.484111978,1.740058288,-0.9840491183,4.016863427,0
3.969752792,3.293306222,1.553311669,-0.8348517099,3.735722204,0
