Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
106.88550496,3.332877254,0.706433771,-1.070053255,3.571012942,1
106.89547496,-0.1870003885,0.1823265629,0.1001617443,0.2797221762,1
106.90544496,-3.178723599,0.3724799893,0.6484258103,3.265498598,1
106.91541496,-5.90756418,0.9395657674,1.274443921,6.116069464,1
106.92538496,-8.151202807,1.353372561,3.421573083,8.943203389,1
106.93535396,-10.13649215,1.287714469,4.139481357,11.02460827,1
106.94532396,-11.38889324,1.054233029,-0.1087501712,11.43809963,1
106.95529396,-10.97702472,0.8148104513,-2.51268656,11.29037562,1
106.96526396,-10.75845229,1.069102863,-2.468191588,11.08960082,1
106.97523396,-10.65793866,1.468903018,-2.186816554,10.97868385,1
106.98520296,-10.65642423,1.672613433,-1.687873935,10.91814689,1
106.99517296,-10.79323972,1.77069302,-0.6744397804,10.95829578,1
107.00514296,-10.78057114,1.715957819,0.6247282147,10.93414426,1
107.01511296,-10.61513119,1.654868449,1.763984802,10.88720543,1
107.02508296,-10.51282947,1.616816524,2.595198959,10.9484582,1
107.03505196,-10.53523951,1.661486912,3.181259537,11.12978987,1
107.04502196,-10.60476291,1.726510435,3.484232139,11.29520731,1
107.05499196,-10.64532621,1.81195302,3.679419506,11.40807923,1
107.06496196,-10.61299345,1.828923833,3.583936521,11.35011865,1
107.07493096,-10.34844319,1.731318016,3.340383325,11.01117157,1
107.08490096,-10.16996629,1.735344409,3.196490364,10.80079558,1
107.09487096,-10.15009745,1.737241684,3.180879468,10.77777719,1
107.10484096,-10.06652905,1.815346891,3.125269231,10.69569068,1
107.11481096,-10.06165948,2.066665628,3.179297504,10.75248953,1
107.12477996,-10.08525183,2.220017629,3.252894068,10.82691565,1
107.13474996,-9.993993165,2.355329655,3.237394269,10.76606701,1
107.14471996,-9.933271,2.489105324,3.225885487,10.73647313,1
107.15468996,-9.904241914,2.59311238,3.195955344,10.72531446,1
107.16465996,-9.847636188,2.649998479,3.145123744,10.67193674,1
107.17462896,-9.831681476,2.729969971,3.07319042,10.65641572,1
107.18459896,-9.834551289,2.824450158,2.99928483,10.6626276,1
107.19456896,-9.824076587,2.911257922,2.927242455,10.65629635,1
107.20453896,-9.800159721,3.021815614,2.809521632,10.63333964,1
107.21450896,-9.792226803,3.080223159,2.730195673,10.62212073,1
107.22447883,-9.711693102,3.107098424,2.627300173,10.52966048,1
107.23444883,-9.550506417,3.089839489,2.473020219,10.33804188,1
107.24441883,-9.330437685,3.027887947,2.247391077,10.06359476,1
107.25438883,-9.125244269,2.946100603,1.856725004,9.76713978,1
107.26435883,-8.866170516,2.893714229,1.13759934,9.39556778,1
107.27432783,-8.538752167,1.883712097,-1.974588354,8.964243359,1
107.28429783,-0.7133375055,-8.157622465,-5.700946383,9.97779757,1
107.29426783,60.17538963,-64.81655859,-2.837653756,88.48907313,1
107.30423783,70.51977837,-57.94554225,-0.8737824717,91.27698781,1
107.31420783,68.42331299,12.13663167,-12.08563342,70.53446054,1
107.32417783,55.63643469,38.97274716,-13.124134,69.18475829,1
107.33414683,30.73195507,-6.27487165,-8.054068276,32.38356207,1
107.34411683,17.16623232,-8.132908623,-7.298903883,20.34939146,1
107.35408683,9.352367667,-4.580533326,-5.412617841,11.73646022,1
107.36405683,4.862336376,-2.415513145,-2.208935109,5.861434389,1
107.37402683,1.60494843,0.03251300409,-0.1621111304,1.613442462,1
107.38399583,-1.246076154,1.164547549,0.539033761,1.788696221,1
107.39396583,-3.462107736,1.509857208,0.9936221798,3.90552734,1
107.40393583,-4.977610139,1.816192252,1.082672497,5.408080688,1
107.41390583,-6.348459443,1.89157134,1.023994811,6.702950456,1
107.42387583,-7.474496938,2.112421552,0.9433969362,7.824348348,1
107.43384483,-8.351282247,2.489533925,1.446635943,8.833710992,1
107.44381483,-8.995533146,3.893648331,3.38537648,10.37019227,1
107.45378483,-9.730012429,3.770265065,3.501562994,11.00676991,1
107.46375483,-10.30146315,4.121120515,2.600010048,11.39578122,1
107.47372483,-10.75586548,5.219255097,2.29504033,12.1735975,1
107.48369383,-11.08500408,5.856819119,1.725417737,12.65530371,1
107.49366383,-11.33495735,5.816075136,1.20417106,12.7967971,1
107.50363383,-11.4010496,5.399100832,0.7477548015,12.63698378,1
107.51360383,-11.23710537,4.492677156,0.6514476514,12.11945003,1
107.52357383,-10.91634933,3.460164999,0.9386485586,11.49001679,1
107.53354283,-10.51728388,2.659696671,1.345874384,10.93154264,1
107.54351283,-10.311366,2.139779651,1.346375345,10.6167628,1
107.55348283,-10.16980023,1.875416799,1.393986883,10.4348083,1
107.56345283,-10.13252189,1.667298314,1.455381478,10.3714039,1
107.57342283,-10.16379163,1.493180218,1.482776852,10.37934847,1
107.58339183,-10.14767203,1.329186139,1.438410665,10.33494115,1
107.59336183,-10.17918501,1.241246793,1.384946941,10.34768472,1
107.60333183,-10.21017291,1.142976513,1.333835552,10.36017102,1
107.61330183,-10.1977429,1.04373216,1.312079086,10.33464507,1
107.62327183,-10.16358113,0.9328830577,1.344773207,10.29451636,1
107.63324083,-10.15029041,0.866651573,1.348962153,10.27614613,1
107.64321083,-10.18714658,0.8213899577,1.290016226,10.30129986,1
107.65318083,-10.18288747,0.7599045116,1.210739822,10.28273033,1
107.66315083,-10.15543128,0.7088150496,1.17098928,10.24726399,1
107.67312083,-10.11066851,0.7041881479,1.106469934,10.19538005,1
107.68308983,-10.0875416,0.6677640143,1.070482514,10.16613678,1
107.69305983,-10.08394673,0.5828151537,1.067987215,10.1570789,1
107.70302983,-10.05868208,0.4967744717,1.068466394,10.1274622,1
107.71299983,-9.987171804,0.4461779665,1.030253816,10.05007952,1
107.72296983,-9.838611596,0.3575738652,0.9677491276,9.892556574,1
107.73293883,-9.651194885,0.2636570933,0.9380255377,9.700256166,1
107.74290883,-9.550743814,0.2281381819,0.9922444296,9.604858324,1
107.75287883,-8.928020609,0.5055651757,1.018463345,9.000134206,1
107.76284883,-0.5599808264,8.875566407,1.658400021,9.046521331,1
107.77281883,39.51938464,21.16877072,-0.3988213304,44.83366676,1
107.78278783,70.75904175,-10.91548395,-18.83855471,74.03297187,1
107.79275783,68.8549638,-20.81430549,-35.48601037,80.20909104,1
107.80272783,51.55229021,-0.4048569725,-23.67730576,56.73109679,1
107.81269783,23.76680324,0.8749112767,-8.387653098,25.21862666,1
107.82266783,16.13061676,-0.81342203,-4.187101082,16.68503125,1
107.83263683,12.61443105,-0.7162758044,-2.790843287,12.93930941,1
107.84260683,8.794819282,-0.3975123581,-2.434137258,9.134105674,1
107.85257683,5.912393981,-0.0716652292,-2.090779545,6.271594502,1
107.86254683,3.447716569,-0.02367121004,-1.465836007,3.746463008,1
107.87251683,1.032181497,0.046157628,-0.6699084806,1.231383995,1
107.88248583,-1.290243682,0.2403937266,-0.09310156032,1.315745342,1
107.89245583,-3.432669929,0.4146073508,0.3199046767,3.472385506,1
107.90242583,-5.364635004,0.5769544163,0.7326619685,5.445087574,1
107.91239583,-6.879608234,0.618489528,1.015691764,6.981630792,1
107.92236583,-8.032786165,0.589219207,1.130226878,8.133280128,1
107.93233483,-8.901575407,0.5227279231,1.156662287,8.99161592,1
107.94230483,-9.536368434,0.4428207511,1.21507714,9.623659677,1
107.95227483,-9.916321092,0.3537910455,1.179982152,9.99254472,1
107.96224483,-10.07797322,0.2801234739,1.134547094,10.14550198,1
107.97221483,-10.1387328,0.2528672446,1.095641987,10.20089585,1
107.98218383,-10.17992644,0.2285983577,0.9888062668,10.23039087,1
107.99215383,-10.20573254,0.2037415334,0.8533624598,10.24337419,1
108.00212383,-10.20712651,0.1495290917,0.7299558771,10.2342868,1
108.01209383,-10.22713686,0.07913914938,0.6229179168,10.24639537,1
108.02206383,-10.20438534,0.01867046108,0.4278080614,10.21336617,1
108.03203283,-10.32179041,-0.0833283779,0.1589799829,10.32335099,1
108.04200283,-10.69130521,-0.254302133,-0.1099112638,10.69489397,1
108.05197283,-11.17978979,-0.5615160128,-0.1930078179,11.19554608,1
108.06194283,-11.47086418,-1.143568032,0.005522695184,11.52772759,1
108.07191283,-11.92437189,-1.840267285,0.1205093604,12.06614069,1
108.08188183,-12.55839718,-2.3134728,0.1070150831,12.77015851,1
108.09185183,-12.91929551,-2.486274979,0.3157302032,13.1601461,1
108.10182183,-12.78542702,-2.851992298,0.5465005092,13.11105133,1
108.11179183,-11.92993025,-3.41813609,0.7572794773,12.43303512,1
108.12176183,-12.0085753,-3.435817193,0.7464858095,12.512712,1
108.13173083,-12.15260977,-3.396962445,0.6790886092,12.63670999,1
108.14170083,-12.14642575,-3.280422467,0.5410206449,12.59323364,1
108.15167083,-12.09479835,-2.905553963,0.3224732123,12.44308562,1
108.16164083,-12.07100953,-2.482704962,0.1712626076,12.32487022,1
108.17161083,-11.92209966,-1.915867252,0.04932141021,12.07515798,1
108.18157983,-11.58063513,-1.432382624,-0.008772139102,11.66888628,1
108.19154983,-10.89918659,-0.9231861815,-0.06012472585,10.93837995,1
108.20151983,-10.03480673,-0.4290987977,-0.2141829246,10.04626031,1
108.21148983,-9.185747164,-0.3141013151,-0.3107110995,9.196366238,1
108.22145983,-8.570203755,-1.003886236,-0.2306060358,8.631880394,1
108.23143008,-7.377747154,-4.046177337,0.9539252865,8.468333812,1
108.24139908,-5.080272628,-9.497080407,2.261546309,11.00537587,1
108.25136908,11.4066255,-17.50374647,3.932360115,21.2592498,1
108.26133908,67.78502625,-42.47948845,21.93644699,82.94892663,1
108.27130908,69.77142832,3.009166332,11.95282327,70.85179797,1
108.28127908,60.53693467,6.213598092,-41.46282605,73.63759369,1
108.29124808,35.8422859,-2.842398772,-53.31799029,64.30829478,1
108.30121808,18.59994972,1.448958019,-15.91396923,24.52166441,1
108.31118808,10.50604553,1.16016952,-3.794828633,11.23048131,1
108.32115808,4.884524805,0.6236745465,-1.889380681,5.274211966,1
108.33112808,1.510390767,1.169410678,-1.243091443,2.279051982,1
108.34109708,-0.400876919,2.06669121,-0.971774497,2.318676461,1
108.35106708,-2.320147689,2.606282941,-0.8766379595,3.597817419,1
108.36103708,-4.045922399,3.656218339,-1.199342283,5.583533157,1
108.37100708,-6.130750063,6.071798435,-1.58875632,8.773652558,1
108.38097708,-8.187575412,8.424102886,-2.39620447,11.98931593,1
108.39094608,-9.577979559,9.826940553,-4.595134993,14.47141039,1
108.40091608,-10.04573869,9.604828804,-2.243851465,14.07851098,1
108.41088608,-10.16809986,7.823333638,0.8750206196,12.85925601,1
108.42085608,-10.45691606,5.976988172,1.92264052,12.19704996,1
108.43082608,-10.48923596,4.202816643,2.229093385,11.51766452,1
108.44079508,-10.40658206,3.147396557,2.260617771,11.10465884,1
108.45076508,-10.34696619,2.578940776,2.505776613,10.95397468,1
108.46073508,-10.27889758,2.160134247,2.723310285,10.85072967,1
108.47070508,-10.29898861,1.825346653,2.917166533,10.85867936,1
108.48067508,-10.26158631,1.497460965,3.00403657,10.79660959,1
108.49064408,-10.22068036,1.220413017,3.004841439,10.72290945,1
108.50061408,-10.2089181,1.080954585,2.902513411,10.66841393,1
108.51058408,-10.37010245,1.052959651,2.801722908,10.79339613,1
108.52055408,-10.48621178,1.050808022,2.787115687,10.90104806,1
108.53052408,-10.18775469,0.8650664659,2.892716109,10.62574666,1
108.54049308,-10.24114679,0.8339118431,2.865868033,10.66722532,1
108.55046308,-10.27029983,0.7630690978,2.838905353,10.68272983,1
108.56043308,-10.27914433,0.6736927986,2.820637189,10.6803869,1
108.57040308,-10.27293576,0.5760917328,2.754093536,10.65129673,1
108.58037308,-10.25634136,0.4624038803,2.668790554,10.6079592,1
108.59034208,-10.2594743,0.3272887599,2.615759816,10.5927395,1
108.60031208,-10.26668391,0.200230591,2.531307603,10.57602993,1
108.61028208,-10.35292567,0.05551938571,2.453538465,10.63983098,1
108.62025208,-10.49988959,-0.05726200216,2.383783814,10.76723667,1
108.63022208,-10.56168764,-0.0008010319993,2.325364136,10.81464585,1
108.64019108,-10.51130569,0.147679654,2.311940099,10.76356928,1
108.65016108,-10.38050348,0.2873710977,2.320063051,10.64049468,1
108.66013108,-10.19059293,0.3879481405,2.336438617,10.46220022,1
108.67010108,-9.516806574,0.2101615386,2.226334523,9.776008421,1
108.68007108,-9.202392433,0.1215130898,2.16672596,9.454813235,1
108.69004108,-9.069354828,0.160239729,2.18734982,9.330775584,1
108.70001008,-8.440271022,0.2321783338,2.075828507,8.694891931,1
108.70998008,-6.236495204,1.95492446,1.718244081,6.757807691,1
108.71995008,19.32500797,24.65383287,-2.295991087,31.40921813,1
108.72992008,68.75643588,8.243269556,-17.52014558,71.43076696,1
108.73989008,69.9170427,-30.39596704,-39.3673009,85.8026343,1
108.74985908,58.06928804,-0.03342750862,-24.66056419,63.08872132,1
108.75982908,30.21479457,1.503099727,-5.878252673,30.81796512,1
108.76979908,16.58821751,-1.821027899,-2.4099694,16.86099212,1
108.77976908,9.846542759,-0.4656688924,-0.4315172061,9.866988341,1
108.78973908,5.243302356,0.1234309217,0.495769043,5.268134559,1
108.79970808,1.939913195,0.5366546752,0.7307127991,2.141308628,1
108.80967808,-0.9262264413,0.4566087049,0.5682676466,1.178692092,1
108.81964808,-2.607188675,0.1001191693,0.4803138287,2.652952696,1
108.82961808,-4.66708849,0.8379179898,0.1790604544,4.745090534,1
108.83958808,-6.389984615,0.7922900464,-0.03522348091,6.439011383,1
108.84955708,-8.044332662,0.6729260094,0.289426796,8.07761631,1
108.85952708,-8.987490885,0.5901626918,0.6112155917,9.027561626,1
108.86949708,-9.566676307,0.4884330531,0.847852263,9.616585458,1
108.87946708,-10.2346248,0.4221704319,0.9310030317,10.28555003,1
108.88943708,-10.70080225,0.3914251873,0.686767319,10.72995955,1
108.89940708,-10.90901693,0.4103680464,0.5032067013,10.92832417,1
108.90937608,-11.09119862,0.4990730853,0.4702670697,11.11237652,1
108.91934608,-11.13253493,0.5363865072,0.3311537694,11.15036803,1
108.92931608,-11.05081541,0.5528193028,0.2083491576,11.06659568,1
108.93928608,-11.03419646,0.7283571021,0.2217006898,11.06043158,1
108.94925608,-10.9473349,0.8363028426,0.3365563774,10.98438956,1
