240.00353929,-0.3671632988,9.191965678,1.159203486,9.272043714
240.01350929,-0.5105665916,9.051736583,3.157630938,9.600273254
240.02347929,-0.7660971516,8.34711903,4.41867538,9.475547111
240.03344829,-0.8552924064,6.725234724,4.425628889,8.09607919
240.04341829,-0.4259725108,4.298828509,4.157672045,5.995633075
240.05338829,0.877716186,1.416698492,5.315551137,5.570682563
240.06335829,3.373902488,-6.757601402,3.329552527,8.254351261
240.07332829,4.696592955,-27.77973799,1.419912121,28.20971426
240.08329729,7.162772516,-62.98893415,8.305509074,63.93662969
240.09326729000003,9.463586386,-66.35170997,13.41746893,68.35303472
240.103095623332,-9.789925339,-0.8555043679,1.799400803,9.990614051
240.11306462333,-9.811460634,-0.1755319521,2.700183377,10.17774835
240.12303462333,-9.832018275,0.4295542958,3.173875965,10.34053136
240.13300462333,-10.02429578,0.7804749432,3.715168798,10.71905435
240.14297362333,-9.960666375,1.136086519,4.044188407,10.81022789
240.15294362333003,-9.942165785,1.671598502,4.369629227,10.987928
240.16291362333,-9.998549316,2.08033788,4.497219273,11.15902215
240.17288262333,-9.879504683,2.299558473,4.398025353,11.0560033
240.18285262333,-9.762002546,2.28376339,4.238174756,10.88459435
240.19282262333,-9.7651425,2.259286945,4.233770049,10.88058796
240.2027926233,-9.766732943,2.406575091,4.019258218,10.83213334
240.21276162330005,-9.696067588,2.499869463,3.772491977,10.70022288
240.2227316233,-9.628829286,2.595147504,3.882439511,10.70151767
240.2327016233,-9.661904646,2.674678407,4.011566791,10.79810048
240.2426706233,-9.77750176,2.774126097,4.236343408,11.01099095
240.2526406233,-9.908195801,2.872634724,4.567080637,11.28195904
240.2626107067,-10.04860031,2.766590498,4.791854038,11.47127963
240.2725797067,-10.13332764,2.719635017,5.032184542,11.63630632
240.2825497067,-10.20080684,2.737896456,5.137825602,11.74520282
240.2925197067,-10.25536604,2.661168123,5.110892158,11.76331446
240.3024887067,-10.2456468,2.404030675,4.98230136,11.64370941
240.3124587067,-10.22549262,2.108571161,4.802383119,11.49215625
240.3224287067,-10.18228287,1.700176769,4.613171314,11.30711435
240.3323987067,-10.12643494,1.102753882,4.279683848,11.04882096
240.34236770670003,-9.846049254,0.3934626496,3.7396239,10.53965302
240.3523377067,-9.264903261,-0.2430041429,3.078694989,9.76605582
240.3623077067,-8.548810548,-1.232241934,1.954722731,8.855592748
240.3722767067,-7.439946325,-2.692795128,-0.01183154851,7.912274446
240.3822467067,-5.333979222,-5.54518416,-4.349427974,8.838434557
240.39221670670003,7.071268854,-20.05663966,-18.52906042,28.2063418
240.4021867067,51.21219744,-33.5054906,-15.04095538,63.02013492
240.4121557067,71.08277168,-17.24186723,3.020607287,73.20632816
240.4221257067,66.71639847,-15.75274161,-23.53724623,72.47916013
240.4320957067,48.41068415,-9.409100862,-42.56345914,65.14425204
240.4420647067,27.87030434,-1.825659332,-16.82867023,32.60814373
240.4520347067,15.55080685,0.7747436486,-7.36867169,17.22571171
240.4620047067,9.833903418,1.779676536,-5.261488366,11.29407654
240.4719747067,6.453216405,2.911670735,-2.257214984,7.430803989
240.4819437067,3.534060649,2.183854793,-0.5941484463,4.196643755
240.4919137067,0.07668974161,2.070308882,-0.8762135978,2.249402243
240.50188370670003,-2.680306352,3.024973987,-1.475713124,4.302585152
240.5118527067,-4.804315624,4.707136654,-1.207601914,6.833512017
240.5218227067,-6.775437748,5.416047817,-0.1940187284,8.6762765
240.5317927067,-8.050849968,5.02547837,0.7021816758,9.516547544
240.5417617067,-8.981213899,4.393342903,1.093349805,10.05778697
240.5517317067,-9.496084626,3.815007666,1.02361708,10.28482857
240.5617017067,-9.84317944,2.903815001,0.7332104373,10.28872784
240.5716717067,-10.04374595,2.281793024,0.5822856152,10.31612663
240.5816407067,-10.13149161,1.983077926,0.5925638509,10.34073751
240.5916107067,-10.13775047,1.923211647,0.7165692616,10.34341332
240.6015807067,-10.1394485,1.936887115,0.7778048122,10.35204946
240.61154970670003,-10.14167278,1.925189029,0.8561050232,10.35822357
240.6215197067,-10.08426482,1.86587385,0.8491573615,10.29052722
240.6314897067,-10.08832162,1.826162778,0.8911766227,10.29093287
240.6414597067,-10.18237876,1.704744906,1.004470958,10.37284697
240.6514287067,-10.1863841,1.568654909,1.125148279,10.36769299
240.66139870670003,-10.27615523,1.625032446,1.30850863,10.48581383
240.6713687067,-10.44683897,1.862907704,1.372171067,10.69998705
240.6813377067,-10.48688304,1.859290909,1.380956947,10.73958661
240.6913077067,-10.58236924,1.742278037,1.516902226,10.83157716
240.7012777067,-10.64408309,1.59065228,1.658685511,10.8893488
240.7112477067,-10.68897217,1.398348467,1.674594616,10.90934332
240.7212167067,-10.78227034,1.2234304,1.58952596,10.96725711
240.7311867067,-10.79629664,1.024547007,1.455645772,10.9420575
240.7411567067,-10.68111117,1.10041178,1.242219915,10.80926234
240.7511257067,-10.65711069,1.068271316,1.160330683,10.77318798
240.7610957067,-10.68571644,0.7698166385,1.461077689,10.8125807
240.77106570670003,-10.57857323,0.6076309562,1.694378085,10.73062645
240.7810347067,-10.44914745,0.4481656909,1.768744143,10.60726123
240.7910047067,-10.38581976,0.4072448292,1.842493905,10.55584598
240.8009747067,-10.30926685,0.347713742,1.890828305,10.48699764
240.8109447067,-10.20279373,0.3317175141,1.902569514,10.38396876
240.82091370670005,-10.09856126,0.3749120656,1.90556899,10.28361278
240.8308837067,-9.802805001,0.4253846464,1.841452077,9.983330293
240.8408537067,-9.345877842,0.2273610869,1.764560022,9.513716297
240.8508227067,-9.307117819,0.2047922963,1.849165578,9.491248354
240.8607927067,-9.098568102,0.1982214877,1.974160337,9.312386499
240.8707627067,-8.377056774,0.1217182723,1.767810635,8.562420801
240.88073270670003,-1.437402313,8.806576279,0.3744629994,8.930964881
240.8907017067,33.83313348,38.00226373,0.0978303498,50.88086615
240.9006717067,69.39966235,-4.375136427,1.607822044,69.55602091
240.9106417067,69.4285663,-30.49544689,-1.737605089,75.85062539
240.9206107067,57.52973505,0.02933621183,-3.636165898,57.64453988
240.93058070670003,21.75801335,3.841274529,-1.289528568,22.13209025
