Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),label
1.550639125,-3.857144749,0.05210570812,-1.052891093,3.998607291,1
1.560720125,-5.308792925,3.207255088,-0.641662336,6.235503033,1
1.570801125,-6.314756677,5.740074196,-0.336172727,8.540352204,1
1.580882125,-7.058923042,7.677373686,-0.3755474386,10.43606713,1
1.590963125,-7.35403494,9.54531175,-0.6320308024,12.06624503,1
1.601043125,-6.837896537,10.68309221,-1.39788449,12.760853,1
1.611124125,-5.999341493,11.06170761,-2.213358235,12.77702736,1
1.621205125,-5.105248425,11.22534428,-2.186438824,12.52407403,1
1.631286125,-4.065191021,10.77053147,-1.786691587,11.64999541,1
1.641367125,-3.409060627,9.540017096,-1.662338852,10.26630367,1
1.651448125,-3.114870835,8.027054724,-1.853970235,8.807566832,1
1.661529125,-2.98561287,6.407808098,-1.865673437,7.311267072,1
1.671610125,-3.116212479,5.058737918,-1.181485471,6.057847592,1
1.681691125,-3.43198639,4.341299175,0.1431533609,5.535874095,1
1.691771125,-3.477570114,3.963390119,1.480181712,5.476576762,1
1.701852125,-3.506035821,4.021448877,2.744561405,5.999746291,1
1.711933125,-3.381816695,4.674979892,3.019646589,6.51232575,1
1.722014125,-3.054843904,5.19438338,2.178364989,6.407726898,1
1.732095125,-2.746925142,5.959831272,0.8559369157,6.617991729,1
1.742176125,-2.369735001,7.20967888,-0.2899247595,7.594680368,1
1.752257125,-2.080322092,8.916650698,-1.37664331,9.259025137,1
1.762338125,-1.78931114,10.99309287,-1.883464175,11.2958914,1
1.772418125,-1.666416261,13.03065106,-2.061653395,13.29756462,1
1.782499125,-1.445118445,15.00392028,-2.077016954,15.21578097,1
1.792580125,-1.788195783,16.38273349,-1.753268902,16.57303692,1
1.802661125,-2.476727353,16.75350661,-1.922041765,17.04430716,1
1.812742125,-3.002175109,16.04866686,-2.40630992,16.50342664,1
